SOURCE,TARGET,WEIGHT
10832,8995,1
9162,9442,1
10756,9040,1
10754,10139,1
10005,9831,1
9862,9012,1
9897,10278,1
8788,9697,1
8037,10825,1
10538,10990,1
8792,9339,1
8811,7992,1
10106,10790,1
8421,8734,1
9915,8523,1
10115,8647,1
9316,10720,1
9925,10394,1
8059,8992,1
10686,9337,1
8750,8332,1
8867,9800,1
10549,8776,1
8754,10032,1
8418,8753,1
10050,9630,1
9233,9634,1
8310,9001,1
8214,7960,1
10374,10533,1
10346,10181,1
8203,9595,1
9364,8892,1
8024,10891,1
9956,9822,1
9003,10400,1
9879,10703,1
10894,8833,1
8192,9043,1
8353,7918,1
9301,9301,1
9977,10417,1
9977,10565,1
9977,8951,1
9977,8503,1
9977,10078,1
9977,10024,1
9977,10123,1
9977,8620,1
9977,8218,1
9977,8384,1
9977,7911,1
9977,9291,1
9977,10848,1
9977,8156,1
9977,8799,1
9977,8944,1
9977,9537,1
9977,8208,1
9977,8514,1
9977,8045,1
9977,9366,1
9977,8423,1
9977,7923,1
7923,8423,1
7923,9366,1
7923,8045,1
7923,8514,1
7923,8208,1
7923,9537,1
7923,8944,1
7923,8799,1
7923,8156,1
7923,10848,1
7923,9291,1
7923,7911,1
7923,8384,1
7923,8218,1
7923,8620,1
7923,10123,1
7923,10024,1
7923,10078,1
7923,8503,1
7923,8951,1
7923,10565,1
7923,10417,1
8423,9366,1
8423,8045,1
8423,8514,1
8423,8208,1
8423,9537,1
8423,8944,1
8423,8799,1
8423,8156,1
8423,10848,1
8423,9291,1
8423,7911,1
8423,8384,1
8423,8218,1
8423,8620,1
8423,10123,1
8423,10024,1
8423,10078,1
8423,8503,1
8423,8951,1
8423,10565,1
8423,10417,1
9366,8045,1
9366,8514,1
9366,8208,1
9366,9537,1
9366,8944,1
9366,8799,1
9366,8156,1
9366,10848,1
9366,9291,1
9366,7911,1
9366,8384,1
9366,8218,1
9366,8620,1
9366,10123,1
9366,10024,1
9366,10078,1
9366,8503,1
9366,8951,1
9366,10565,1
9366,10417,1
8045,8514,1
8045,8208,1
8045,9537,1
8045,8944,1
8045,8799,1
8045,8156,1
8045,10848,1
8045,9291,1
8045,7911,1
8045,8384,1
8045,8218,1
8045,8620,1
8045,10123,1
8045,10024,1
8045,10078,1
8045,8503,1
8045,8951,1
8045,10565,1
8045,10417,1
8514,8208,1
8514,9537,1
8514,8944,1
8514,8799,1
8514,8156,1
8514,10848,1
8514,9291,1
8514,7911,1
8514,8384,1
8514,8218,1
8514,8620,1
8514,10123,1
8514,10024,1
8514,10078,1
8514,8503,1
8514,8951,1
8514,10565,1
8514,10417,1
8208,9537,1
8208,8944,1
8208,8799,1
8208,8156,1
8208,10848,1
8208,9291,1
8208,7911,1
8208,8384,1
8208,8218,1
8208,8620,1
8208,10123,1
8208,10024,1
8208,10078,1
8208,8503,1
8208,8951,1
8208,10565,1
8208,10417,1
9537,8944,1
9537,8799,1
9537,8156,1
9537,10848,1
9537,9291,1
9537,7911,1
9537,8384,1
9537,8218,1
9537,8620,1
9537,10123,1
9537,10024,1
9537,10078,1
9537,8503,1
9537,8951,1
9537,10565,1
9537,10417,1
8944,8799,1
8944,8156,1
8944,10848,1
8944,9291,1
8944,7911,1
8944,8384,1
8944,8218,1
8944,8620,1
8944,10123,1
8944,10024,1
8944,10078,1
8944,8503,1
8944,8951,1
8944,10565,1
8944,10417,1
8799,8156,1
8799,10848,1
8799,9291,1
8799,7911,1
8799,8384,1
8799,8218,1
8799,8620,1
8799,10123,1
8799,10024,1
8799,10078,1
8799,8503,1
8799,8951,1
8799,10565,1
8799,10417,1
8156,10848,1
8156,9291,1
8156,7911,1
8156,8384,1
8156,8218,1
8156,8620,1
8156,10123,1
8156,10024,1
8156,10078,1
8156,8503,1
8156,8951,1
8156,10565,1
8156,10417,1
10848,9291,1
10848,7911,1
10848,8384,1
10848,8218,1
10848,8620,1
10848,10123,1
10848,10024,1
10848,10078,1
10848,8503,1
10848,8951,1
10848,10565,1
10848,10417,1
9291,7911,1
9291,8384,1
9291,8218,1
9291,8620,1
9291,10123,1
9291,10024,1
9291,10078,1
9291,8503,1
9291,8951,1
9291,10565,1
9291,10417,1
7911,8384,1
7911,8218,1
7911,8620,1
7911,10123,1
7911,10024,1
7911,10078,1
7911,8503,1
7911,8951,1
7911,10565,1
7911,10417,1
8384,8218,1
8384,8620,1
8384,10123,1
8384,10024,1
8384,10078,1
8384,8503,1
8384,8951,1
8384,10565,1
8384,10417,1
8218,8620,1
8218,10123,1
8218,10024,1
8218,10078,1
8218,8503,1
8218,8951,1
8218,10565,1
8218,10417,1
8620,10123,1
8620,10024,1
8620,10078,1
8620,8503,1
8620,8951,1
8620,10565,1
8620,10417,1
10123,10024,1
10123,10078,1
10123,8503,1
10123,8951,1
10123,10565,1
10123,10417,1
10024,10078,1
10024,8503,1
10024,8951,1
10024,10565,1
10024,10417,1
10078,8503,1
10078,8951,1
10078,10565,1
10078,10417,1
8503,8951,1
8503,10565,1
8503,10417,1
8951,10565,1
8951,10417,1
10565,10417,1
9196,10782,1
9196,10458,1
9196,9852,1
9196,10713,1
9196,9648,1
9196,9835,1
9196,8279,1
9196,8669,1
9196,10818,1
9196,10591,1
9196,7954,1
9196,8076,1
9196,8679,1
9196,10917,1
9196,9394,1
9196,10603,1
9196,9550,1
9550,10603,1
9550,9394,1
9550,10917,1
9550,8679,1
9550,8076,1
9550,7954,1
9550,10591,1
9550,10818,1
9550,8669,1
9550,8279,1
9550,9835,1
9550,9648,1
9550,10713,1
9550,9852,1
9550,10458,1
9550,10782,1
10603,9394,1
10603,10917,1
10603,8679,1
10603,8076,1
10603,7954,1
10603,10591,1
10603,10818,1
10603,8669,1
10603,8279,1
10603,9835,1
10603,9648,1
10603,10713,1
10603,9852,1
10603,10458,1
10603,10782,1
9394,10917,1
9394,8679,1
9394,8076,1
9394,7954,1
9394,10591,1
9394,10818,1
9394,8669,1
9394,8279,1
9394,9835,1
9394,9648,1
9394,10713,1
9394,9852,1
9394,10458,1
9394,10782,1
10917,8679,1
10917,8076,1
10917,7954,1
10917,10591,1
10917,10818,1
10917,8669,1
10917,8279,1
10917,9835,1
10917,9648,1
10917,10713,1
10917,9852,1
10917,10458,1
10917,10782,1
8679,8076,1
8679,7954,1
8679,10591,1
8679,10818,1
8679,8669,1
8679,8279,1
8679,9835,1
8679,9648,1
8679,10713,1
8679,9852,1
8679,10458,1
8679,10782,1
8076,7954,1
8076,10591,1
8076,10818,1
8076,8669,1
8076,8279,1
8076,9835,1
8076,9648,1
8076,10713,1
8076,9852,1
8076,10458,1
8076,10782,1
7954,10591,1
7954,10818,1
7954,8669,1
7954,8279,1
7954,9835,1
7954,9648,1
7954,10713,1
7954,9852,1
7954,10458,1
7954,10782,1
10591,10818,1
10591,8669,1
10591,8279,1
10591,9835,1
10591,9648,1
10591,10713,1
10591,9852,1
10591,10458,1
10591,10782,1
10818,8669,1
10818,8279,1
10818,9835,1
10818,9648,1
10818,10713,1
10818,9852,1
10818,10458,1
10818,10782,1
8669,8279,1
8669,9835,1
8669,9648,1
8669,10713,1
8669,9852,1
8669,10458,1
8669,10782,1
8279,9835,1
8279,9648,1
8279,10713,1
8279,9852,1
8279,10458,1
8279,10782,1
9835,9648,1
9835,10713,1
9835,9852,1
9835,10458,1
9835,10782,1
9648,10713,1
9648,9852,1
9648,10458,1
9648,10782,1
10713,9852,1
10713,10458,1
10713,10782,1
9852,10458,1
9852,10782,1
10458,10782,1
9532,9250,1
9532,10841,1
9532,7915,1
9532,10880,1
9532,9998,1
9532,8479,1
9532,8809,1
9532,8311,1
9532,8768,1
9532,8635,1
9532,10459,1
9532,7952,1
9532,9344,1
9532,8047,1
9532,8496,1
9532,10887,1
9532,8662,1
9532,9901,1
9532,8289,1
9532,8366,1
9532,10610,1
9532,8899,1
9532,9458,1
9532,9501,1
9532,9385,1
9385,9501,1
9385,9458,1
9385,8899,1
9385,10610,1
9385,8366,1
9385,8289,1
9385,9901,1
9385,8662,1
9385,10887,1
9385,8496,1
9385,8047,1
9385,9344,1
9385,7952,1
9385,10459,1
9385,8635,1
9385,8768,1
9385,8311,1
9385,8809,1
9385,8479,1
9385,9998,1
9385,10880,1
9385,7915,1
9385,10841,1
9385,9250,1
9501,9458,1
9501,8899,1
9501,10610,1
9501,8366,1
9501,8289,1
9501,9901,1
9501,8662,1
9501,10887,1
9501,8496,1
9501,8047,1
9501,9344,1
9501,7952,1
9501,10459,1
9501,8635,1
9501,8768,1
9501,8311,1
9501,8809,1
9501,8479,1
9501,9998,1
9501,10880,1
9501,7915,1
9501,10841,1
9501,9250,1
9458,8899,1
9458,10610,1
9458,8366,1
9458,8289,1
9458,9901,1
9458,8662,1
9458,10887,1
9458,8496,1
9458,8047,1
9458,9344,1
9458,7952,1
9458,10459,1
9458,8635,1
9458,8768,1
9458,8311,1
9458,8809,1
9458,8479,1
9458,9998,1
9458,10880,1
9458,7915,1
9458,10841,1
9458,9250,1
8899,10610,1
8899,8366,1
8899,8289,1
8899,9901,1
8899,8662,1
8899,10887,1
8899,8496,1
8899,8047,1
8899,9344,1
8899,7952,1
8899,10459,1
8899,8635,1
8899,8768,1
8899,8311,1
8899,8809,1
8899,8479,1
8899,9998,1
8899,10880,1
8899,7915,1
8899,10841,1
8899,9250,1
10610,8366,1
10610,8289,1
10610,9901,1
10610,8662,1
10610,10887,1
10610,8496,1
10610,8047,1
10610,9344,1
10610,7952,1
10610,10459,1
10610,8635,1
10610,8768,1
10610,8311,1
10610,8809,1
10610,8479,1
10610,9998,1
10610,10880,1
10610,7915,1
10610,10841,1
10610,9250,1
8366,8289,1
8366,9901,1
8366,8662,1
8366,10887,1
8366,8496,1
8366,8047,1
8366,9344,1
8366,7952,1
8366,10459,1
8366,8635,1
8366,8768,1
8366,8311,1
8366,8809,1
8366,8479,1
8366,9998,1
8366,10880,1
8366,7915,1
8366,10841,1
8366,9250,1
8289,9901,1
8289,8662,1
8289,10887,1
8289,8496,1
8289,8047,1
8289,9344,1
8289,7952,1
8289,10459,1
8289,8635,1
8289,8768,1
8289,8311,1
8289,8809,1
8289,8479,1
8289,9998,1
8289,10880,1
8289,7915,1
8289,10841,1
8289,9250,1
9901,8662,1
9901,10887,1
9901,8496,1
9901,8047,1
9901,9344,1
9901,7952,1
9901,10459,1
9901,8635,1
9901,8768,1
9901,8311,1
9901,8809,1
9901,8479,1
9901,9998,1
9901,10880,1
9901,7915,1
9901,10841,1
9901,9250,1
8662,10887,1
8662,8496,1
8662,8047,1
8662,9344,1
8662,7952,1
8662,10459,1
8662,8635,1
8662,8768,1
8662,8311,1
8662,8809,1
8662,8479,1
8662,9998,1
8662,10880,1
8662,7915,1
8662,10841,1
8662,9250,1
10887,8496,1
10887,8047,1
10887,9344,1
10887,7952,1
10887,10459,1
10887,8635,1
10887,8768,1
10887,8311,1
10887,8809,1
10887,8479,1
10887,9998,1
10887,10880,1
10887,7915,1
10887,10841,1
10887,9250,1
8496,8047,1
8496,9344,1
8496,7952,1
8496,10459,1
8496,8635,1
8496,8768,1
8496,8311,1
8496,8809,1
8496,8479,1
8496,9998,1
8496,10880,1
8496,7915,1
8496,10841,1
8496,9250,1
8047,9344,1
8047,7952,1
8047,10459,1
8047,8635,1
8047,8768,1
8047,8311,1
8047,8809,1
8047,8479,1
8047,9998,1
8047,10880,1
8047,7915,1
8047,10841,1
8047,9250,1
9344,7952,1
9344,10459,1
9344,8635,1
9344,8768,1
9344,8311,1
9344,8809,1
9344,8479,1
9344,9998,1
9344,10880,1
9344,7915,1
9344,10841,1
9344,9250,1
7952,10459,1
7952,8635,1
7952,8768,1
7952,8311,1
7952,8809,1
7952,8479,1
7952,9998,1
7952,10880,1
7952,7915,1
7952,10841,1
7952,9250,1
10459,8635,1
10459,8768,1
10459,8311,1
10459,8809,1
10459,8479,1
10459,9998,1
10459,10880,1
10459,7915,1
10459,10841,1
10459,9250,1
8635,8768,1
8635,8311,1
8635,8809,1
8635,8479,1
8635,9998,1
8635,10880,1
8635,7915,1
8635,10841,1
8635,9250,1
8768,8311,1
8768,8809,1
8768,8479,1
8768,9998,1
8768,10880,1
8768,7915,1
8768,10841,1
8768,9250,1
8311,8809,1
8311,8479,1
8311,9998,1
8311,10880,1
8311,7915,1
8311,10841,1
8311,9250,1
8809,8479,1
8809,9998,1
8809,10880,1
8809,7915,1
8809,10841,1
8809,9250,1
8479,9998,1
8479,10880,1
8479,7915,1
8479,10841,1
8479,9250,1
9998,10880,1
9998,7915,1
9998,10841,1
9998,9250,1
10880,7915,1
10880,10841,1
10880,9250,1
7915,10841,1
7915,9250,1
10841,9250,1
10059,10475,1
10059,9922,1
10059,9474,1
10059,8158,1
10059,10234,1
10059,10712,1
10059,8032,1
10059,10597,1
10059,9983,1
10059,8846,1
10059,9580,1
10059,8906,1
10059,10005,1
10059,10147,1
10059,10796,1
10059,9736,1
10059,9149,1
10059,8330,1
10059,9891,1
10059,9468,1
9468,9891,1
9468,8330,1
9468,9149,1
9468,9736,1
9468,10796,1
9468,10147,1
9468,10005,1
9468,8906,1
9468,9580,1
9468,8846,1
9468,9983,1
9468,10597,1
9468,8032,1
9468,10712,1
9468,10234,1
9468,8158,1
9468,9474,1
9468,9922,1
9468,10475,1
9891,8330,1
9891,9149,1
9891,9736,1
9891,10796,1
9891,10147,1
9891,10005,1
9891,8906,1
9891,9580,1
9891,8846,1
9891,9983,1
9891,10597,1
9891,8032,1
9891,10712,1
9891,10234,1
9891,8158,1
9891,9474,1
9891,9922,1
9891,10475,1
8330,9149,1
8330,9736,1
8330,10796,1
8330,10147,1
8330,10005,1
8330,8906,1
8330,9580,1
8330,8846,1
8330,9983,1
8330,10597,1
8330,8032,1
8330,10712,1
8330,10234,1
8330,8158,1
8330,9474,1
8330,9922,1
8330,10475,1
9149,9736,1
9149,10796,1
9149,10147,1
9149,10005,1
9149,8906,1
9149,9580,1
9149,8846,1
9149,9983,1
9149,10597,1
9149,8032,1
9149,10712,1
9149,10234,1
9149,8158,1
9149,9474,1
9149,9922,1
9149,10475,1
9736,10796,1
9736,10147,1
9736,10005,1
9736,8906,1
9736,9580,1
9736,8846,1
9736,9983,1
9736,10597,1
9736,8032,1
9736,10712,1
9736,10234,1
9736,8158,1
9736,9474,1
9736,9922,1
9736,10475,1
10796,10147,1
10796,10005,1
10796,8906,1
10796,9580,1
10796,8846,1
10796,9983,1
10796,10597,1
10796,8032,1
10796,10712,1
10796,10234,1
10796,8158,1
10796,9474,1
10796,9922,1
10796,10475,1
10147,10005,1
10147,8906,1
10147,9580,1
10147,8846,1
10147,9983,1
10147,10597,1
10147,8032,1
10147,10712,1
10147,10234,1
10147,8158,1
10147,9474,1
10147,9922,1
10147,10475,1
10005,8906,1
10005,9580,1
10005,8846,1
10005,9983,1
10005,10597,1
10005,8032,1
10005,10712,1
10005,10234,1
10005,8158,1
10005,9474,1
10005,9922,1
10005,10475,1
8906,9580,1
8906,8846,1
8906,9983,1
8906,10597,1
8906,8032,1
8906,10712,1
8906,10234,1
8906,8158,1
8906,9474,1
8906,9922,1
8906,10475,1
9580,8846,1
9580,9983,1
9580,10597,1
9580,8032,1
9580,10712,1
9580,10234,1
9580,8158,1
9580,9474,1
9580,9922,1
9580,10475,1
8846,9983,1
8846,10597,1
8846,8032,1
8846,10712,1
8846,10234,1
8846,8158,1
8846,9474,1
8846,9922,1
8846,10475,1
9983,10597,1
9983,8032,1
9983,10712,1
9983,10234,1
9983,8158,1
9983,9474,1
9983,9922,1
9983,10475,1
10597,8032,1
10597,10712,1
10597,10234,1
10597,8158,1
10597,9474,1
10597,9922,1
10597,10475,1
8032,10712,1
8032,10234,1
8032,8158,1
8032,9474,1
8032,9922,1
8032,10475,1
10712,10234,1
10712,8158,1
10712,9474,1
10712,9922,1
10712,10475,1
10234,8158,1
10234,9474,1
10234,9922,1
10234,10475,1
8158,9474,1
8158,9922,1
8158,10475,1
9474,9922,1
9474,10475,1
9922,10475,1
9098,10803,1
9098,10323,1
9098,10492,1
9098,8767,1
9098,8779,1
9098,8554,1
8554,8779,1
8554,8767,1
8554,10492,1
8554,10323,1
8554,10803,1
8779,8767,1
8779,10492,1
8779,10323,1
8779,10803,1
8767,10492,1
8767,10323,1
8767,10803,1
10492,10323,1
10492,10803,1
10323,10803,1
9614,9742,1
9614,9260,1
9614,7946,1
9614,9544,1
9614,9319,1
9614,10722,1
9614,8830,1
9614,9538,1
9614,10406,1
9614,8916,1
9614,9262,1
9614,10925,1
9614,9645,1
9614,10251,1
9614,8482,1
9614,10686,1
9614,9036,1
9614,8613,1
9614,8030,1
9614,10579,1
9614,10618,1
9614,9388,1
9614,9865,1
9614,10907,1
9614,9076,1
9614,8874,1
9614,8304,1
8304,8874,1
8304,9076,1
8304,10907,1
8304,9865,1
8304,9388,1
8304,10618,1
8304,10579,1
8304,8030,1
8304,8613,1
8304,9036,1
8304,10686,1
8304,8482,1
8304,10251,1
8304,9645,1
8304,10925,1
8304,9262,1
8304,8916,1
8304,10406,1
8304,9538,1
8304,8830,1
8304,10722,1
8304,9319,1
8304,9544,1
8304,7946,1
8304,9260,1
8304,9742,1
8874,9076,1
8874,10907,1
8874,9865,1
8874,9388,1
8874,10618,1
8874,10579,1
8874,8030,1
8874,8613,1
8874,9036,1
8874,10686,1
8874,8482,1
8874,10251,1
8874,9645,1
8874,10925,1
8874,9262,1
8874,8916,1
8874,10406,1
8874,9538,1
8874,8830,1
8874,10722,1
8874,9319,1
8874,9544,1
8874,7946,1
8874,9260,1
8874,9742,1
9076,10907,1
9076,9865,1
9076,9388,1
9076,10618,1
9076,10579,1
9076,8030,1
9076,8613,1
9076,9036,1
9076,10686,1
9076,8482,1
9076,10251,1
9076,9645,1
9076,10925,1
9076,9262,1
9076,8916,1
9076,10406,1
9076,9538,1
9076,8830,1
9076,10722,1
9076,9319,1
9076,9544,1
9076,7946,1
9076,9260,1
9076,9742,1
10907,9865,1
10907,9388,1
10907,10618,1
10907,10579,1
10907,8030,1
10907,8613,1
10907,9036,1
10907,10686,1
10907,8482,1
10907,10251,1
10907,9645,1
10907,10925,1
10907,9262,1
10907,8916,1
10907,10406,1
10907,9538,1
10907,8830,1
10907,10722,1
10907,9319,1
10907,9544,1
10907,7946,1
10907,9260,1
10907,9742,1
9865,9388,1
9865,10618,1
9865,10579,1
9865,8030,1
9865,8613,1
9865,9036,1
9865,10686,1
9865,8482,1
9865,10251,1
9865,9645,1
9865,10925,1
9865,9262,1
9865,8916,1
9865,10406,1
9865,9538,1
9865,8830,1
9865,10722,1
9865,9319,1
9865,9544,1
9865,7946,1
9865,9260,1
9865,9742,1
9388,10618,1
9388,10579,1
9388,8030,1
9388,8613,1
9388,9036,1
9388,10686,1
9388,8482,1
9388,10251,1
9388,9645,1
9388,10925,1
9388,9262,1
9388,8916,1
9388,10406,1
9388,9538,1
9388,8830,1
9388,10722,1
9388,9319,1
9388,9544,1
9388,7946,1
9388,9260,1
9388,9742,1
10618,10579,1
10618,8030,1
10618,8613,1
10618,9036,1
10618,10686,1
10618,8482,1
10618,10251,1
10618,9645,1
10618,10925,1
10618,9262,1
10618,8916,1
10618,10406,1
10618,9538,1
10618,8830,1
10618,10722,1
10618,9319,1
10618,9544,1
10618,7946,1
10618,9260,1
10618,9742,1
10579,8030,1
10579,8613,1
10579,9036,1
10579,10686,1
10579,8482,1
10579,10251,1
10579,9645,1
10579,10925,1
10579,9262,1
10579,8916,1
10579,10406,1
10579,9538,1
10579,8830,1
10579,10722,1
10579,9319,1
10579,9544,1
10579,7946,1
10579,9260,1
10579,9742,1
8030,8613,1
8030,9036,1
8030,10686,1
8030,8482,1
8030,10251,1
8030,9645,1
8030,10925,1
8030,9262,1
8030,8916,1
8030,10406,1
8030,9538,1
8030,8830,1
8030,10722,1
8030,9319,1
8030,9544,1
8030,7946,1
8030,9260,1
8030,9742,1
8613,9036,1
8613,10686,1
8613,8482,1
8613,10251,1
8613,9645,1
8613,10925,1
8613,9262,1
8613,8916,1
8613,10406,1
8613,9538,1
8613,8830,1
8613,10722,1
8613,9319,1
8613,9544,1
8613,7946,1
8613,9260,1
8613,9742,1
9036,10686,1
9036,8482,1
9036,10251,1
9036,9645,1
9036,10925,1
9036,9262,1
9036,8916,1
9036,10406,1
9036,9538,1
9036,8830,1
9036,10722,1
9036,9319,1
9036,9544,1
9036,7946,1
9036,9260,1
9036,9742,1
10686,8482,1
10686,10251,1
10686,9645,1
10686,10925,1
10686,9262,1
10686,8916,1
10686,10406,1
10686,9538,1
10686,8830,1
10686,10722,1
10686,9319,1
10686,9544,1
10686,7946,1
10686,9260,1
10686,9742,1
8482,10251,1
8482,9645,1
8482,10925,1
8482,9262,1
8482,8916,1
8482,10406,1
8482,9538,1
8482,8830,1
8482,10722,1
8482,9319,1
8482,9544,1
8482,7946,1
8482,9260,1
8482,9742,1
10251,9645,1
10251,10925,1
10251,9262,1
10251,8916,1
10251,10406,1
10251,9538,1
10251,8830,1
10251,10722,1
10251,9319,1
10251,9544,1
10251,7946,1
10251,9260,1
10251,9742,1
9645,10925,1
9645,9262,1
9645,8916,1
9645,10406,1
9645,9538,1
9645,8830,1
9645,10722,1
9645,9319,1
9645,9544,1
9645,7946,1
9645,9260,1
9645,9742,1
10925,9262,1
10925,8916,1
10925,10406,1
10925,9538,1
10925,8830,1
10925,10722,1
10925,9319,1
10925,9544,1
10925,7946,1
10925,9260,1
10925,9742,1
9262,8916,1
9262,10406,1
9262,9538,1
9262,8830,1
9262,10722,1
9262,9319,1
9262,9544,1
9262,7946,1
9262,9260,1
9262,9742,1
8916,10406,1
8916,9538,1
8916,8830,1
8916,10722,1
8916,9319,1
8916,9544,1
8916,7946,1
8916,9260,1
8916,9742,1
10406,9538,1
10406,8830,1
10406,10722,1
10406,9319,1
10406,9544,1
10406,7946,1
10406,9260,1
10406,9742,1
9538,8830,1
9538,10722,1
9538,9319,1
9538,9544,1
9538,7946,1
9538,9260,1
9538,9742,1
8830,10722,1
8830,9319,1
8830,9544,1
8830,7946,1
8830,9260,1
8830,9742,1
10722,9319,1
10722,9544,1
10722,7946,1
10722,9260,1
10722,9742,1
9319,9544,1
9319,7946,1
9319,9260,1
9319,9742,1
9544,7946,1
9544,9260,1
9544,9742,1
7946,9260,1
7946,9742,1
9260,9742,1
9010,9084,1
9010,10996,1
9010,8082,1
9010,10094,1
9010,9618,1
9010,8154,1
9010,7894,1
9010,9610,1
9010,9336,1
9010,10190,1
9010,10280,1
9010,10253,1
9010,9308,1
9010,9820,1
9010,10092,1
9010,9236,1
9010,9378,1
9010,9769,1
9010,9862,1
9010,9824,1
9010,10365,1
9010,9982,1
9010,9360,1
9010,7934,1
9010,10096,1
9010,9105,1
9010,10462,1
10462,9105,1
10462,10096,1
10462,7934,1
10462,9360,1
10462,9982,1
10462,10365,1
10462,9824,1
10462,9862,1
10462,9769,1
10462,9378,1
10462,9236,1
10462,10092,1
10462,9820,1
10462,9308,1
10462,10253,1
10462,10280,1
10462,10190,1
10462,9336,1
10462,9610,1
10462,7894,1
10462,8154,1
10462,9618,1
10462,10094,1
10462,8082,1
10462,10996,1
10462,9084,1
9105,10096,1
9105,7934,1
9105,9360,1
9105,9982,1
9105,10365,1
9105,9824,1
9105,9862,1
9105,9769,1
9105,9378,1
9105,9236,1
9105,10092,1
9105,9820,1
9105,9308,1
9105,10253,1
9105,10280,1
9105,10190,1
9105,9336,1
9105,9610,1
9105,7894,1
9105,8154,1
9105,9618,1
9105,10094,1
9105,8082,1
9105,10996,1
9105,9084,1
10096,7934,1
10096,9360,1
10096,9982,1
10096,10365,1
10096,9824,1
10096,9862,1
10096,9769,1
10096,9378,1
10096,9236,1
10096,10092,1
10096,9820,1
10096,9308,1
10096,10253,1
10096,10280,1
10096,10190,1
10096,9336,1
10096,9610,1
10096,7894,1
10096,8154,1
10096,9618,1
10096,10094,1
10096,8082,1
10096,10996,1
10096,9084,1
7934,9360,1
7934,9982,1
7934,10365,1
7934,9824,1
7934,9862,1
7934,9769,1
7934,9378,1
7934,9236,1
7934,10092,1
7934,9820,1
7934,9308,1
7934,10253,1
7934,10280,1
7934,10190,1
7934,9336,1
7934,9610,1
7934,7894,1
7934,8154,1
7934,9618,1
7934,10094,1
7934,8082,1
7934,10996,1
7934,9084,1
9360,9982,1
9360,10365,1
9360,9824,1
9360,9862,1
9360,9769,1
9360,9378,1
9360,9236,1
9360,10092,1
9360,9820,1
9360,9308,1
9360,10253,1
9360,10280,1
9360,10190,1
9360,9336,1
9360,9610,1
9360,7894,1
9360,8154,1
9360,9618,1
9360,10094,1
9360,8082,1
9360,10996,1
9360,9084,1
9982,10365,1
9982,9824,1
9982,9862,1
9982,9769,1
9982,9378,1
9982,9236,1
9982,10092,1
9982,9820,1
9982,9308,1
9982,10253,1
9982,10280,1
9982,10190,1
9982,9336,1
9982,9610,1
9982,7894,1
9982,8154,1
9982,9618,1
9982,10094,1
9982,8082,1
9982,10996,1
9982,9084,1
10365,9824,1
10365,9862,1
10365,9769,1
10365,9378,1
10365,9236,1
10365,10092,1
10365,9820,1
10365,9308,1
10365,10253,1
10365,10280,1
10365,10190,1
10365,9336,1
10365,9610,1
10365,7894,1
10365,8154,1
10365,9618,1
10365,10094,1
10365,8082,1
10365,10996,1
10365,9084,1
9824,9862,1
9824,9769,1
9824,9378,1
9824,9236,1
9824,10092,1
9824,9820,1
9824,9308,1
9824,10253,1
9824,10280,1
9824,10190,1
9824,9336,1
9824,9610,1
9824,7894,1
9824,8154,1
9824,9618,1
9824,10094,1
9824,8082,1
9824,10996,1
9824,9084,1
9862,9769,1
9862,9378,1
9862,9236,1
9862,10092,1
9862,9820,1
9862,9308,1
9862,10253,1
9862,10280,1
9862,10190,1
9862,9336,1
9862,9610,1
9862,7894,1
9862,8154,1
9862,9618,1
9862,10094,1
9862,8082,1
9862,10996,1
9862,9084,1
9769,9378,1
9769,9236,1
9769,10092,1
9769,9820,1
9769,9308,1
9769,10253,1
9769,10280,1
9769,10190,1
9769,9336,1
9769,9610,1
9769,7894,1
9769,8154,1
9769,9618,1
9769,10094,1
9769,8082,1
9769,10996,1
9769,9084,1
9378,9236,1
9378,10092,1
9378,9820,1
9378,9308,1
9378,10253,1
9378,10280,1
9378,10190,1
9378,9336,1
9378,9610,1
9378,7894,1
9378,8154,1
9378,9618,1
9378,10094,1
9378,8082,1
9378,10996,1
9378,9084,1
9236,10092,1
9236,9820,1
9236,9308,1
9236,10253,1
9236,10280,1
9236,10190,1
9236,9336,1
9236,9610,1
9236,7894,1
9236,8154,1
9236,9618,1
9236,10094,1
9236,8082,1
9236,10996,1
9236,9084,1
10092,9820,1
10092,9308,1
10092,10253,1
10092,10280,1
10092,10190,1
10092,9336,1
10092,9610,1
10092,7894,1
10092,8154,1
10092,9618,1
10092,10094,1
10092,8082,1
10092,10996,1
10092,9084,1
9820,9308,1
9820,10253,1
9820,10280,1
9820,10190,1
9820,9336,1
9820,9610,1
9820,7894,1
9820,8154,1
9820,9618,1
9820,10094,1
9820,8082,1
9820,10996,1
9820,9084,1
9308,10253,1
9308,10280,1
9308,10190,1
9308,9336,1
9308,9610,1
9308,7894,1
9308,8154,1
9308,9618,1
9308,10094,1
9308,8082,1
9308,10996,1
9308,9084,1
10253,10280,1
10253,10190,1
10253,9336,1
10253,9610,1
10253,7894,1
10253,8154,1
10253,9618,1
10253,10094,1
10253,8082,1
10253,10996,1
10253,9084,1
10280,10190,1
10280,9336,1
10280,9610,1
10280,7894,1
10280,8154,1
10280,9618,1
10280,10094,1
10280,8082,1
10280,10996,1
10280,9084,1
10190,9336,1
10190,9610,1
10190,7894,1
10190,8154,1
10190,9618,1
10190,10094,1
10190,8082,1
10190,10996,1
10190,9084,1
9336,9610,1
